;topic;StyleID;id;topic_safe
60922;verdunkeln;9743730;15061;verdunkeln
60923;reichen;434886;15064;reichen
60924;kartoffelsack;1709054;15065;kartoffelsack
60925;tragen;553018;15068;tragen
60926;beurteilen;44970574;15069;beurteilen
60927;wunderbar;1709054;15070;wunderbar
60928;stimmen;44970574;15072;stimmen
60929;größe;654563;15076;groesse
60930;jedoch;44970574;15077;jedoch
60931;richtig;1709054;15079;richtig
60932;schlecht;9743730;1508;schlecht
60933;hinguck;8623725;15083;hinguck
60934;hüfte;44970574;15086;huefte
60935;erst;709229;15087;erst
60936;gerne;9743730;15088;gerne
60937;locker;8623725;15089;locker
60938;sack;709229;1509;sack
60939;haut;654563;15090;haut
60940;nummer;515928;15094;nummer
60941;tragen;44970574;15099;tragen
60942;angenehm;9743730;1510;angenehm
60943;klein;1709054;15103;klein
60944;abbilden;553018;15107;abbilden
60945;stoff;1709054;15109;stoff
60946;echt;553018;1511;echt
60947;passend;655046;15110;passend
60948;punktemusters;8623725;15111;punktemusters
60949;lang;44970574;15113;lang
60950;material;709229;15115;material
60951;eher;8623725;15116;eher
60952;eng;44970574;15120;eng
60953;klassen;709229;15121;klassen
60954;qualität;9743730;15122;qualitaet
60955;tragen;1709054;15125;tragen
60956;qualität;8623725;15127;qualitaet
60957;leistungsverhältnis;9743730;1513;leistungsverhaeltnis
60958;frisch;655046;15130;frisch
60959;egnen;8623725;15131;egnen
60960;farbe;9743730;15132;farbe
60961;farbe;44970574;15133;farbe
60962;fallen;1709054;15134;fallen
60963;jahreszeit;44970574;15135;jahreszeit
60964;bewegung;44970574;15138;bewegung
60965;bequem;709229;1514;bequem
60966;eher;434886;15140;eher
60967;klein;8623725;15141;klein
60968;woche;9743730;15144;woche
60969;gardine;9743730;15145;gardine
60970;drücken;8623725;1515;druecken
60971;ordentlich;9743730;15151;ordentlich
60972;wünschen;44970574;15153;wuenschen
60973;bein;44970574;15154;bein
60974;dehnen;44970574;15155;dehnen
60975;joggen;655046;15156;joggen
60976;mehr;9743730;15157;mehr
60977;bequem;44970574;15158;bequem
60978;pack;1709054;1516;pack
60979;gr;8623725;15165;gr
60980;fürchterlich;654563;15166;fuerchterlich
60981;recht;434886;15167;recht
60982;schade;654563;15168;schade
60983;kommen;8623725;15169;kommen
60984;material;654563;15173;material
60985;gröss;44970574;15175;groess
60986;stoff;9743730;15177;stoff
60987;schade;654563;15178;schade
60988;angebracht;9743730;1518;angebracht
60989;fassen;9743730;15180;fassen
60990;bein;44970574;15182;bein
60991;richtig;553018;15183;richtig
60992;beinabschluss;8623725;15185;beinabschluss
60993;nadel;434886;15187;nadel
60994;nadel;434886;15189;nadel
60995;locker;8623725;15190;locker
60996;schneiden;434886;15196;schneiden
60997;laufen;553018;152;laufen
60998;alternativ;553018;15201;alternativ
60999;alltagstauglich;655046;15202;alltagstauglich
61000;grün;9743730;15203;gruen
61001;einzueng;654563;15204;einzueng
61002;hautfreundlich;1709054;15206;hautfreundlich
61003;größe;434886;15211;groesse
61004;lang;44970574;15212;lang
61005;absolut;9743730;15218;absolut
61006;rein;8623725;15219;rein
61007;nr;44970574;15220;nr
61008;verdunkeln;9743730;15221;verdunkeln
61009;material;8623725;15226;material
61010;busen;655046;15230;busen
61011;bauchumfang;434886;15232;bauchumfang
61012;grad;8623725;15233;grad
61013;stark;434886;15234;stark
61014;bein;44970574;15236;bein
61015;zimmer;9743730;15239;zimmer
61016;funktionieren;434886;15240;funktionieren
61017;passform;434886;15242;passform
61018;material;44970574;15244;material
61019;fertig;9743730;15245;fertig
61020;angebot;434886;15248;angebot
61021;preis;654563;15252;preis
61022;bauch;8623725;15256;bauch
61023;bekommen;654563;1526;bekommen
61024;schwarz;434886;15260;schwarz
61025;raffungen;8623725;15262;raffungen
61026;rundum;44970574;15263;rundum
61027;tragen;654563;15265;tragen
61028;gerade;9743730;15268;gerade
61029;erster;44970574;15274;erster
61030;bewegungsfreiheit;434886;15276;bewegungsfreiheit
61031;kaufempfehlung;655046;15278;kaufempfehlung
61032;dazugehörig;515928;15282;dazugehoerig
61033;stimmen;44970574;15285;stimmen
61034;qualität;434886;15287;qualitaet
61035;vorne;655046;15289;vorne
61036;anfühlend;9743730;15290;anfuehlend
61037;produkt;8623725;15294;produkt
61038;lang;654563;15297;lang
61039;bügel;654563;15298;buegel
61040;jedoch;8623725;15299;jedoch
61041;waschen;1709054;153;waschen
61042;rutschen;654563;15300;rutschen
61043;textilie;655046;15304;textilie
61044;leistungsverhältnisen;44970574;15305;leistungsverhaeltnisen
61045;ungünstig;8623725;15307;unguenstig
61046;bedarf;44970574;15308;bedarf
61047;bodyform;8623725;15310;bodyform
61048;bereich;8623725;15312;bereich
61049;klein;434886;15313;klein
61050;langstreckenläufe;655046;15316;langstreckenlaeufe
61051;wohnzimmer;9743730;1532;wohnzimmer
61052;minus;8623725;15321;minus
61053;tolle;44970574;15322;tolle
61054;schlimm;9743730;15323;schlimm
61055;preis;655046;15324;preis
61056;tragen;655046;15325;tragen
61057;farbe;44970574;15326;farbe
61058;sorgfältig;9743730;15328;sorgfaeltig
61059;geruch;655046;15330;geruch
61060;bestellungen;434886;15331;bestellungen
61061;prima;8623725;15332;prima
61062;größe;44970574;15336;groesse
61063;größe;44970574;1534;groesse
61064;länge;434886;15341;laenge
61065;qualität;1709054;15343;qualitaet
61066;groß;654563;15345;gross
61067;orang;9743730;15346;orang
61068;preis;515928;1535;preis
61069;dennoch;44970574;15352;dennoch
61070;lang;434886;15353;lang
61071;tragen;44970574;15354;tragen
61072;farbe;434886;15355;farbe
61073;prima;1709054;15357;prima
61074;ebenso;9743730;15360;ebenso
61075;eher;44970574;15363;eher
61076;persönlich;44970574;15364;persoenlich
61077;schwimmen;8623725;15365;schwimmen
61078;jahr;434886;15366;jahr
61079;ziemlich;9743730;15368;ziemlich
61080;tragen;434886;15369;tragen
61081;wissen;709229;1537;wissen
61082;tragen;434886;15370;tragen
61083;beinlänge;44970574;15373;beinlaenge
61084;erster;9743730;15374;erster
61085;topen;654563;15376;topen
61086;farbe;515928;15380;farbe
61087;schnitt;44970574;15388;schnitt
61088;plastikschlaufe;655046;1539;plastikschlaufe
61089;gehen;44970574;15390;gehen
61090;bleiben;655046;15391;bleiben
61091;schmal;44970574;15393;schmal
61092;level;655046;15394;level
61093;seite;434886;15395;seite
61094;qualität;44970574;15396;qualitaet
61095;formen;655046;15397;formen
61096;bund;44970574;15399;bund
61097;garnicht;434886;15400;garnicht
61098;eigentlich;434886;15402;eigentlich
61099;beinweien;44970574;15405;beinweien
61100;echt;553018;1541;echt
61101;tshirts;1709054;15410;tshirts
61102;angabe;654563;15412;angabe
61103;reißverschluss;44970574;15415;reissverschluss
61104;stoff;9743730;15416;stoff
61105;weit;44970574;15417;weit
61106;tauglich;655046;15418;tauglich
61107;öse;9743730;1542;oese
61108;je;8623725;15420;je
61109;inzwischen;515928;15429;inzwischen
61110;wagen;1709054;1543;wagen
61111;passform;655046;15431;passform
61112;jederzeit;44970574;15433;jederzeit
61113;hälfte;434886;15435;haelfte
61114;passform;44970574;15440;passform
61115;verarbeitung;9743730;15446;verarbeitung
61116;fallen;655046;1545;fallen
61117;stretchmaterial;44970574;15455;stretchmaterial
61118;behalten;44970574;15456;behalten
61119;optimal;434886;15463;optimal
61120;entsprechend;434886;15465;entsprechend
61121;klassen;654563;15468;klassen
61122;behalten;44970574;15469;behalten
61123;verarbeitung;9743730;15470;verarbeitung
61124;gross;44970574;15473;gross
61125;verschluss;654563;15474;verschluss
61126;superschnelle;8623725;15476;superschnelle
61127;stimmen;9743730;15477;stimmen
61128;lang;1709054;1548;lang
61129;weich;44970574;15481;weich
61130;lang;44970574;15482;lang
61131;richtig;9743730;15484;richtig
61132;schönesen;44970574;15489;schoenesen
61133;hoffen;553018;1549;hoffen
61134;passform;44970574;15490;passform
61135;material;8623725;15493;material
61136;angenehm;44970574;15496;angenehm
61137;juckt;655046;15498;juckt
61138;gehen;44970574;15505;gehen
61139;sitzen;655046;15506;sitzen
61140;verschieden;515928;1551;verschieden
61141;g;8623725;15511;g
61142;farbe;44970574;15513;farbe
61143;verschieden;9743730;15514;verschieden
61144;vollst;9743730;15520;vollst
61145;po;44970574;15523;po
61146;fallen;655046;15524;fallen
61147;körpch;655046;15525;koerpch
61148;schnitt;434886;15527;schnitt
61149;geben;1709054;1553;geben
61150;haut;434886;15530;haut
61151;trennen;655046;15531;trennen
61152;sohn;434886;15533;sohn
61153;mehr;553018;15540;mehr
61154;hos;44970574;15542;hos
61155;ging;44970574;15546;ging
61156;busen;655046;15547;busen
61157;linker;1709054;1555;linker
61158;einschneiden;8623725;15551;einschneiden
61159;punkt;8623725;15555;punkt
61160;blau;44970574;15556;blau
61161;passgenau;44970574;15558;passgenau
61162;kommen;44970574;15562;kommen
61163;tragen;515928;15572;tragen
61164;raus;8623725;15573;raus
61165;brustwarz;654563;15575;brustwarz
61166;po;44970574;15577;po
61167;langsam;553018;1558;langsam
61168;verdunkeln;9743730;15583;verdunkeln
61169;okay;44970574;15585;okay
61170;pölsterchen;8623725;15586;poelsterchen
61171;fragen;709229;1559;fragen
61172;preis;44970574;15591;preis
61173;voneinander;9743730;15600;voneinander
61174;zimmer;9743730;15602;zimmer
61175;qualität;9743730;15604;qualitaet
61176;falte;44970574;15605;falte
61177;ausfallen;434886;15606;ausfallen
61178;schnitt;8623725;15611;schnitt
61179;fehlen;9743730;15612;fehlen
61180;preis;44970574;15613;preis
61181;ausschnitt;8623725;15614;ausschnitt
61182;bestimmen;44970574;15615;bestimmen
61183;passen;8623725;15616;passen
61184;farbe;515928;15617;farbe
61185;genauso;44970574;15619;genauso
61186;länge;9743730;1562;laenge
61187;stück;9743730;15620;stueck
61188;größe;44970574;15622;groesse
61189;verdunkeln;9743730;15623;verdunkeln
61190;weich;9743730;15626;weich
61191;entsprechend;8623725;15627;entsprechend
61192;verstecken;709229;1563;verstecken
61193;statur;434886;15634;statur
61194;wäschen;515928;15635;waeschen
61195;weich;44970574;15636;weich
61196;vorstellen;515928;15637;vorstellen
61197;fällen;44970574;15640;faellen
61198;verarbeitung;434886;15642;verarbeitung
61199;tief;44970574;15649;tief
61200;wascchen;434886;15655;wascchen
61201;stark;655046;15657;stark
61202;kombi;44970574;15662;kombi
61203;top;654563;15665;top
61204;irgendwie;44970574;15666;irgendwie
61205;kennen;44970574;15668;kennen
61206;größ;709229;1567;groess
61207;halt;654563;15670;halt
61208;eng;44970574;15671;eng
61209;genug;655046;15675;genug
61210;einsatz;553018;15676;einsatz
61211;ziehen;44970574;15678;ziehen
61212;ziemlich;44970574;1568;ziemlich
61213;stehen;8623725;15681;stehen
61214;gehen;434886;15682;gehen
61215;stoff;44970574;15686;stoff
61216;groß;655046;15689;gross
61217;abbildung;44970574;15693;abbildung
61218;bequem;44970574;15695;bequem
61219;farbe;1709054;1570;farbe
61220;groß;553018;15700;gross
61221;fallen;44970574;15701;fallen
61222;groß;44970574;15705;gross
61223;passform;8623725;15706;passform
61224;verfügbar;655046;15708;verfuegbar
61225;schöne;44970574;15709;schoene
61226;fließend;709229;1571;fliessend
61227;absolut;8623725;15710;absolut
61228;werfen;8623725;15714;werfen
61229;stoffen;9743730;15715;stoffen
61230;sitz;434886;15718;sitz
61231;nämlich;553018;1572;naemlich
61232;kauf;8623725;15720;kauf
61233;lang;434886;15721;lang
61234;behalten;44970574;15723;behalten
61235;farbe;44970574;15724;farbe
61236;elastan;44970574;15727;elastan
61237;preis;9743730;15730;preis
61238;groß;1709054;15733;gross
61239;weite;1709054;15737;weite
61240;fan;655046;15739;fan
61241;zurückschicken;8623725;1574;zurueckschicken
61242;schnell;44970574;15740;schnell
61243;modell;8623725;15744;modell
61244;gross;709229;15749;gross
61245;material;553018;1575;material
61246;stoff;515928;15750;stoff
61247;finden;654563;15751;finden
61248;nummer;709229;15753;nummer
61249;größe;434886;15755;groesse
61250;hervorragend;1709054;15757;hervorragend
61251;material;655046;15759;material
61252;passend;8623725;1576;passend
61253;bein;44970574;15761;bein
61254;fältchen;8623725;15762;faeltchen
61255;umgenäht;434886;15768;umgenaeht
61256;genießen;8623725;15769;geniessen
61257;oh;709229;1577;oh
61258;ging;709229;15771;ging
61259;tief;8623725;15773;tief
61260;vollkommen;8623725;15776;vollkommen
61261;grau;44970574;15778;grau
61262;tragen;709229;1578;tragen
61263;vergleich;655046;15780;vergleich
61264;tragen;44970574;15782;tragen
61265;büro;44970574;15783;buero
61266;versprechen;9743730;15787;versprechen
61267;abbildung;709229;1579;abbildung
61268;theater;44970574;15790;theater
61269;hoch;8623725;15791;hoch
61270;sommerhos;44970574;15793;sommerhos
61271;größ;44970574;15797;groess
61272;eng;44970574;15798;eng
61273;tragen;709229;15801;tragen
61274;passt;8623725;15805;passt
61275;absolut;8623725;15807;absolut
61276;hüfte;434886;15809;huefte
61277;gehen;655046;15810;gehen
61278;gepunktet;8623725;15812;gepunktet
61279;eng;44970574;15814;eng
61280;preis;1709054;15817;preis
61281;spitzen;515928;1582;spitzen
61282;passt;8623725;15820;passt
61283;gehen;8623725;15823;gehen
61284;auswaschen;44970574;15824;auswaschen
61285;klein;8623725;15826;klein
61286;hinten;44970574;15827;hinten
61287;passen;8623725;15828;passen
61288;gewünscht;9743730;15832;gewuenscht
61289;passen;8623725;15834;passen
61290;liefern;434886;15835;liefern
61291;problemlos;44970574;15839;problemlos
61292;größe;553018;1584;groesse
61293;qualität;44970574;15844;qualitaet
61294;passen;9743730;15846;passen
61295;dassen;1709054;1585;dassen
61296;entscheiden;434886;15856;entscheiden
61297;danken;709229;15857;danken
61298;passen;515928;15858;passen
61299;oberschenkeln;44970574;15859;oberschenkeln
61300;tollesen;515928;1586;tollesen
61301;öse;9743730;15862;oese
61302;rest;434886;15863;rest
61303;matetial;8623725;15866;matetial
61304;handlungsbedarf;1709054;15868;handlungsbedarf
61305;übergangszeit;44970574;15869;uebergangszeit
61306;stimmen;654563;1587;stimmen
61307;ware;9743730;15870;ware
61308;material;655046;15875;material
61309;entcheidung;655046;15879;entcheidung
61310;material;709229;1588;material
61311;fall;1709054;15881;fall
61312;sitzt;8623725;15884;sitzt
61313;fast;8623725;15885;fast
61314;mateial;654563;15889;mateial
61315;qualität;515928;1589;qualitaet
61316;gummis;515928;15891;gummis
61317;passen;515928;15896;passen
61318;bissch;553018;1590;bissch
61319;sitzen;44970574;15901;sitzen
61320;rundum;44970574;15902;rundum
61321;richtig;8623725;15903;richtig
61322;weit;434886;15914;weit
61323;brustunterweite;655046;15916;brustunterweite
61324;stoff;709229;15917;stoff
61325;sitzen;654563;15918;sitzen
61326;reinkommen;44970574;15919;reinkommen
61327;leder;553018;1592;leder
61328;fallen;9743730;15920;fallen
61329;fühlen;515928;15921;fuehlen
61330;lang;44970574;15922;lang
61331;dick;8623725;15924;dick
61332;weit;709229;15926;weit
61333;größe;44970574;15927;groesse
61334;stabil;654563;1593;stabil
61335;gewöhnungsbedürftig;8623725;15937;gewoehnungsbeduerftig
61336;oberweite;709229;15939;oberweite
61337;verschwinden;8623725;1594;verschwinden
61338;länge;44970574;15943;laenge
61339;chic;553018;15944;chic
61340;kaschieren;1709054;15946;kaschieren
61341;ziemlich;709229;15947;ziemlich
61342;regulär;44970574;15948;regulaer
61343;schnitt;44970574;15949;schnitt
61344;kürzen;44970574;1595;kuerzen
61345;richtig;44970574;15956;richtig
61346;kalt;9743730;1596;kalt
61347;reissverschluß;44970574;15960;reissverschluss
61348;bügelfrei;709229;15965;buegelfrei
61349;busen;655046;15968;busen
61350;streifen;709229;15970;streifen
61351;erstattung;434886;15972;erstattung
61352;gr;44970574;15973;gr
61353;passen;8623725;15974;passen
61354;tasche;709229;15977;tasche
61355;erwartung;8623725;15978;erwartung
61356;blau;709229;15979;blau
61357;nochmals;655046;1598;nochmals
61358;leibhöhe;44970574;15980;leibhoehe
61359;softcups;8623725;15984;softcups
61360;klein;654563;15985;klein
61361;bestellt;709229;15986;bestellt
61362;eignen;655046;15987;eignen
61363;elastisch;434886;15989;elastisch
61364;hällen;655046;1599;haellen
61365;passt;709229;15990;passt
61366;oberweite;8623725;15991;oberweite
61367;passt;8623725;15994;passt
61368;schneiden;553018;15997;schneiden
61369;busen;8623725;15999;busen
61370;strumpfhose;709229;16005;strumpfhose
61371;länge;44970574;16009;laenge
61372;müssen;654563;16012;muessen
61373;weit;8623725;16016;weit
61374;beinausschnitt;8623725;16017;beinausschnitt
61375;preis;44970574;16020;preis
61376;lang;44970574;16022;lang
61377;reduzieren;8623725;16023;reduzieren
61378;mehr;709229;16027;mehr
61379;stoff;44970574;16028;stoff
61380;vorn;434886;1603;vorn
61381;bund;434886;16031;bund
61382;danken;8623725;16036;danken
61383;farbe;44970574;16038;farbe
61384;enttäuschen;1709054;16039;enttaeuschen
61385;waschen;1709054;16040;waschen
61386;eng;8623725;16044;eng
61387;nämlich;655046;16047;naemlich
61388;gepunktet;8623725;16050;gepunktet
61389;grenzwertig;9743730;16052;grenzwertig
61390;wahl;655046;16053;wahl
61391;tag;709229;16054;tag
61392;empfinden;1709054;16057;empfinden
61393;mehrmals;655046;16059;mehrmals
61394;bissch;44970574;16060;bissch
61395;weit;44970574;16064;weit
61396;farbe;9743730;16070;farbe
61397;wasch;1709054;16071;wasch
61398;material;44970574;16075;material
61399;ungünstig;655046;16076;unguenstig
61400;hoch;709229;16079;hoch
61401;kurz;709229;16081;kurz
61402;brust;8623725;16086;brust
61403;gerne;553018;16089;gerne
61404;passform;709229;16090;passform
61405;erfahrungswert;709229;16093;erfahrungswert
61406;groß;434886;16094;gross
61407;schwerer;8623725;16097;schwerer
61408;tragen;655046;16100;tragen
61409;oberweite;709229;16104;oberweite
61410;seite;434886;16106;seite
61411;kneifen;654563;16109;kneifen
61412;größe;655046;1611;groesse
61413;erster;8623725;16110;erster
61414;eng;434886;16112;eng
61415;ging;8623725;16113;ging
61416;klein;709229;16117;klein
61417;krass;44970574;16120;krass
61418;länge;8623725;16123;laenge
61419;lange;709229;16125;lange
61420;farbe;9743730;16126;farbe
61421;lang;1709054;16128;lang
61422;top;1709054;16129;top
61423;liegt;8623725;1613;liegt
61424;nektarin;515928;16135;nektarin
61425;lasch;655046;16136;lasch
61426;oft;1709054;16141;oft
61427;üppig;709229;16145;ueppig
61428;betonen;8623725;16151;betonen
61429;pflegeleicht;434886;16153;pflegeleicht
61430;weiblich;8623725;16154;weiblich
61431;tragen;8623725;16157;tragen
61432;preis;709229;1616;preis
61433;weit;44970574;16160;weit
61434;groß;1709054;16162;gross
61435;angenehm;654563;16167;angenehm
61436;busti;655046;16168;busti
61437;kurz;709229;16169;kurz
61438;gr;44970574;16170;gr
61439;geben;44970574;16172;geben
61440;bereich;44970574;16173;bereich
61441;tragen;1709054;16177;tragen
61442;mehrfach;515928;16179;mehrfach
61443;stoff;1709054;16182;stoff
61444;stoff;1709054;16183;stoff
61445;feststellen;709229;16185;feststellen
61446;sagen;553018;16186;sagen
61447;normal;44970574;16187;normal
61448;bisher;9743730;1619;bisher
61449;stramm;515928;16191;stramm
61450;tatsächlich;9743730;16195;tatsaechlich
61451;beinausschnitt;8623725;16196;beinausschnitt
61452;entscheiden;44970574;162;entscheiden
61453;lassen;709229;16201;lassen
61454;kommen;8623725;16205;kommen
61455;passt;1709054;16209;passt
61456;oberteil;8623725;16210;oberteil
61457;preis;655046;16211;preis
61458;passform;654563;16213;passform
61459;passen;9743730;16214;passen
61460;trägt;44970574;16215;traegt
61461;jahr;709229;16216;jahr
61462;jahr;709229;16217;jahr
61463;gerade;1709054;16219;gerade
61464;außen;655046;16223;aussen
61465;fast;44970574;16226;fast
61466;lag;1709054;16228;lag
61467;watscheln;553018;1623;watscheln
61468;heiß;709229;16231;heiss
61469;nähte;655046;16233;naehte
61470;mögen;1709054;16234;moegen
61471;spürbar;654563;16235;spuerbar
61472;nummer;8623725;16238;nummer
61473;knapp;709229;16240;knapp
61474;wäsche;8623725;16241;waesche
61475;unternehmen;553018;16242;unternehmen
61476;grün;9743730;16245;gruen
61477;wäschetrockner;1709054;16246;waeschetrockner
61478;tragen;709229;16247;tragen
61479;kragenbündchen;1709054;16249;kragenbuendchen
61480;sauber;1709054;1625;sauber
61481;büro;709229;16254;buero
61482;groß;553018;16255;gross
61483;groß;709229;16256;gross
61484;level;655046;16260;level
61485;tragen;8623725;16262;tragen
61486;dehnen;8623725;16264;dehnen
61487;kleidp;709229;16265;kleidp
61488;cm;654563;1627;cm
61489;alltag;654563;16270;alltag
61490;trägerin;655046;16271;traegerin
61491;waschen;515928;16273;waschen
61492;bestellung;434886;16278;bestellung
61493;fallen;8623725;16279;fallen
61494;armausschnitt;709229;16280;armausschnitt
61495;neu;515928;16282;neu
61496;orangen;515928;16283;orangen
61497;stelle;655046;16284;stelle
61498;preis;709229;16285;preis
61499;müssen;434886;16286;muessen
61500;erhalten;9743730;16287;erhalten
61501;tragen;8623725;16288;tragen
61502;farb;9743730;16289;farb
61503;preis;515928;16291;preis
61504;level;655046;16292;level
61505;richtig;8623725;16293;richtig
61506;angenehm;515928;16294;angenehm
61507;farbe;709229;16295;farbe
61508;schlafgefühl;9743730;16296;schlafgefuehl
61509;kräftig;1709054;16299;kraeftig
61510;verärgern;709229;163;veraergern
61511;fast;709229;16301;fast
61512;schnitt;709229;1631;schnitt
61513;tragen;553018;16311;tragen
61514;preis;553018;16315;preis
61515;richtig;9743730;16316;richtig
61516;richtig;9743730;16318;richtig
61517;wirkt;8623725;16319;wirkt
61518;tragen;709229;16320;tragen
61519;abbilden;9743730;16321;abbilden
61520;eng;553018;16322;eng
61521;größe;709229;16324;groesse
61522;absolut;709229;16325;absolut
61523;schick;434886;16326;schick
61524;normal;44970574;16327;normal
61525;stoff;709229;16328;stoff
61526;jahr;655046;1633;jahr
61527;sitz;44970574;16332;sitz
61528;preis;434886;16334;preis
61529;preis;1709054;16335;preis
61530;qualität;1709054;16336;qualitaet
61531;raum;9743730;16338;raum
61532;direkt;709229;16347;direkt
61533;absolut;709229;16349;absolut
61534;stoff;9743730;1635;stoff
61535;tag;709229;16350;tag
61536;passt;655046;16352;passt
61537;müssen;434886;16354;muessen
61538;schlagen;434886;1636;schlagen
61539;farbe;8623725;16363;farbe
61540;bitte;709229;16365;bitte
61541;sitzen;709229;16368;sitzen
61542;zweiter;434886;16369;zweiter
61543;fuß;44970574;1637;fuss
61544;tasche;709229;16370;tasche
61545;kurz;655046;16373;kurz
61546;sorte;655046;16377;sorte
61547;c;655046;16378;c
61548;ausfallen;553018;1638;ausfallen
61549;pres;9743730;16380;pres
61550;schnell;8623725;16382;schnell
61551;farbe;434886;16384;farbe
61552;oberkörper;8623725;16385;oberkoerper
61553;buckel;8623725;16386;buckel
61554;punkt;709229;16387;punkt
61555;temperatur;709229;16388;temperatur
61556;abbildung;9743730;16389;abbildung
61557;bekommen;9743730;1639;bekommen
61558;bluse;709229;16393;bluse
61559;stück;9743730;16395;stueck
61560;level;655046;16399;level
61561;groß;1709054;164;gross
61562;grösse;515928;16401;groesse
61563;ware;709229;16402;ware
61564;strand;709229;16404;strand
61565;preiswert;655046;16406;preiswert
61566;kaschieren;709229;16407;kaschieren
61567;mitten;709229;16409;mitten
61568;qualität;709229;16411;qualitaet
61569;schnell;8623725;16413;schnell
61570;größe;709229;16415;groesse
61571;passen;654563;16416;passen
61572;belastbar;655046;16418;belastbar
61573;richtig;709229;16419;richtig
61574;fehlen;654563;16421;fehlen
61575;gehts;709229;16425;gehts
61576;anfertigung;709229;16432;anfertigung
61577;ideal;709229;16440;ideal
61578;richtig;709229;16446;richtig
61579;farbe;709229;16448;farbe
61580;fehler;1709054;1645;fehler
61581;seidig;9743730;16452;seidig
61582;schöne;709229;16454;schoene
61583;grösse;709229;16455;groesse
61584;leistungsverhältnis;709229;16460;leistungsverhaeltnis
61585;hochwertig;8623725;16462;hochwertig
61586;oberweite;709229;16464;oberweite
61587;schwer;709229;16465;schwer
61588;ballarinas;553018;1647;ballarinas
61589;normalerweise;8623725;16471;normalerweise
61590;schulter;1709054;16473;schulter
61591;verbessern;8623725;16474;verbessern
61592;vollkommen;1709054;16476;vollkommen
61593;hervorragend;434886;1648;hervorragend
61594;breit;655046;16480;breit
61595;preis;9743730;16481;preis
61596;qualität;709229;16482;qualitaet
61597;wohnung;9743730;16483;wohnung
61598;leichter;709229;16484;leichter
61599;lieferzettel;9743730;16488;lieferzettel
61600;richtig;709229;16489;richtig
61601;stoff;709229;1649;stoff
61602;größe;9743730;16491;groesse
61603;material;709229;16492;material
61604;tragen;1709054;16494;tragen
61605;frau;709229;16496;frau
61606;maxilänge;709229;16497;maxilaenge
61607;gehen;709229;16498;gehen
61608;shirt;1709054;165;shirt
61609;belastbar;655046;16500;belastbar
61610;schwangerschafts;709229;16502;schwangerschafts
61611;brust;655046;16503;brust
61612;richtig;654563;16504;richtig
61613;keinesfalls;709229;16509;keinesfalls
61614;top;8623725;1651;top
61615;günstig;709229;16510;guenstig
61616;sommerkleid;709229;16513;sommerkleid
61617;lassen;709229;16514;lassen
61618;l;709229;16515;l
61619;hängebusen;655046;1652;haengebusen
61620;oberweite;709229;16522;oberweite
61621;gefällt;553018;16523;gefaellt
61622;zurückschicken;709229;16524;zurueckschicken
61623;höchstens;655046;16525;hoechstens
61624;teuer;8623725;16526;teuer
61625;passform;709229;16528;passform
61626;po;8623725;16529;po
61627;passen;8623725;16530;passen
61628;groß;655046;16531;gross
61629;figur;8623725;16538;figur
61630;leggings;709229;16541;leggings
61631;engen;515928;16542;engen
61632;waschen;9743730;16546;waschen
61633;zufriedenheit;434886;16547;zufriedenheit
61634;klein;709229;16549;klein
61635;größe;434886;16551;groesse
61636;groß;709229;16555;gross
61637;preis;9743730;16557;preis
61638;angenehm;655046;16560;angenehm
61639;klein;654563;16565;klein
61640;tragen;553018;16568;tragen
61641;material;709229;16569;material
61642;voll;1709054;1657;voll
61643;überhaupt;8623725;16570;ueberhaupt
61644;unterschied;44970574;16571;unterschied
61645;angenehm;709229;16572;angenehm
61646;allerdings;709229;16573;allerdings
61647;preis;1709054;16577;preis
61648;abbilden;9743730;1658;abbilden
61649;tragen;709229;16580;tragen
61650;farbe;9743730;16582;farbe
61651;bedrucken;709229;16586;bedrucken
61652;groß;1709054;1659;gross
61653;eng;709229;16590;eng
61654;gefällig;9743730;16595;gefaellig
61655;scheuert;655046;16597;scheuert
61656;verändern;1709054;166;veraendern
61657;lassen;654563;16600;lassen
61658;lang;8623725;16602;lang
61659;ade;9743730;16606;ade
61660;klein;8623725;16607;klein
61661;angenehm;709229;16609;angenehm
61662;richtig;709229;16610;richtig
61663;wasser;8623725;16614;wasser
61664;farbe;709229;16617;farbe
61665;rollade;9743730;16621;rollade
61666;kommen;8623725;16624;kommen
61667;sollen;9743730;16625;sollen
61668;groß;8623725;16626;gross
61669;punkt;709229;16627;punkt
61670;richtig;709229;16629;richtig
61671;hübsch;8623725;16631;huebsch
61672;cm;709229;16635;cm
61673;wasch;709229;16636;wasch
61674;anschauen;709229;16637;anschauen
61675;total;553018;1664;total
61676;tragen;709229;16640;tragen
61677;beitragen;434886;16641;beitragen
61678;möglich;709229;16646;moeglich
61679;verschwinden;8623725;16649;verschwinden
61680;hingehören;655046;16651;hingehoeren
61681;nähen;9743730;16652;naehen
61682;groß;655046;16654;gross
61683;achsel;655046;16656;achsel
61684;zweimal;553018;16657;zweimal
61685;haut;655046;1666;haut
61686;spitz;655046;16660;spitz
61687;punkt;8623725;16662;punkt
61688;einrichtung;9743730;16663;einrichtung
61689;groß;655046;16664;gross
61690;prima;709229;16665;prima
61691;klein;8623725;16668;klein
61692;größenangab;1709054;1667;groessenangab
61693;ebenfalls;9743730;16672;ebenfalls
61694;farbe;515928;16679;farbe
